id,class
14683,6
14689,20
14690,14
14691,17
14692,13
14693,7
14694,8
14695,16
14696,5
14701,12
14702,18
14703,4
14704,5
14705,16
14710,4
14711,17
14712,4
14713,16
14714,15
14715,3
14719,20
14720,9
14722,1
14725,2
14726,10
14727,17
14729,8
14730,1
14733,14
14735,12
14736,13
14737,17
14739,2
14740,10
14741,15
14742,6
14744,12
14746,3
14747,6
14748,9
14752,4
14754,3
14755,16
14756,5
14757,7
14758,7
14761,7
14764,6
14765,4
14767,10
14769,11
14773,12
14774,1
14775,12
14776,15
14778,16
14780,20
14782,20
14783,9
14784,1
14788,15
14789,9
14791,1
14793,4
14794,9
14796,9
14797,15
14799,11
14802,1
14804,12
14805,12
14806,6
14807,3
14808,9
14809,4
14810,20
14811,7
14813,18
14814,7
14815,16
14816,7
14818,8
14819,18
14820,2
14821,13
14822,19
14823,14
14824,15
14826,7
14827,15
14829,10
14832,19
14833,9
14834,1
14835,10
14836,15
14837,17
14838,10
14839,7
14841,3
14844,11
14850,5
14853,6
14858,7
14860,2
14862,8
14863,17
14866,6
14867,19
14868,3
14869,7
14870,2
14871,2
14873,5
14874,10
14877,2
14879,20
14880,11
14881,15
14882,13
14884,18
14885,5
14886,7
14888,17
14889,11
14892,19
14894,20
14897,6
14898,19
14900,8
14901,1
14902,20
14906,14
14908,7
14913,17
14915,15
14916,5
14917,14
14918,1
14923,19
14924,18
14925,19
14927,2
14928,7
14929,5
14930,14
14932,14
14935,20
14936,5
14938,9
14940,9
14941,11
14942,1
14943,15
14944,20
14945,5
14946,1
14947,15
14948,18
14950,9
14951,6
14953,7
14955,10
14956,14
14962,6
14963,6
14964,12
14965,7
14966,14
14967,2
14968,1
14969,16
14970,16
14972,3
14974,5
14977,7
14978,4
14983,14
14985,1
14988,19
14989,12
14990,13
14992,19
14994,20
14995,17
15001,4
15003,8
15004,19
15006,19
15007,6
15008,12
15009,18
15010,1
15011,7
15012,4
15015,14
15016,3
15018,19
15022,10
15023,14
15024,8
15025,12
15026,6
15027,8
15028,19
15029,9
15030,10
15032,9
15033,5
15034,17
15035,20
15037,3
15038,7
15041,13
15042,8
15043,16
15044,17
15045,10
15046,10
15047,3
15048,15
15049,12
15051,12
15052,5
15054,2
15055,15
15058,9
15059,12
15060,16
15065,19
15069,16
15070,11
15071,10
15073,12
15074,17
15076,13
15077,5
15078,15
15080,19
15082,6
15084,4
15085,2
15086,20
15087,16
15088,8
15092,11
15093,6
15094,2
15095,16
15098,20
15099,4
15100,19
15101,1
15103,13
15104,2
15106,14
15110,6
15112,16
15114,1
15115,4
15116,19
15117,19
15118,20
15125,7
15128,13
15130,10
15131,4
15132,17
15133,4
15134,13
15135,5
15136,8
15137,8
15138,4
15139,12
15141,14
15143,11
15146,5
15148,7
15150,19
15151,11
15153,8
15154,14
15155,19
15159,8
15161,16
15163,14
15165,7
15166,17
15167,6
15168,13
15170,10
15171,15
15174,15
15176,14
15177,11
15178,14
15179,2
15180,6
15182,9
15183,15
15186,7
15188,4
15190,15
15193,19
15196,1
15198,2
15200,12
15201,6
15203,14
15204,18
15205,8
15206,13
15208,9
15210,12
15212,2
15213,17
15215,18
15216,9
15218,5
15219,9
15220,3
15221,6
15222,2
15225,8
15230,19
15231,4
15232,17
15233,16
15234,13
15235,14
15237,9
15238,13
15239,7
15240,7
15241,17
15242,18
15244,16
15246,4
15248,11
15249,20
15250,10
15251,12
15253,13
15255,6
15256,11
15259,11
15260,7
15261,17
15262,4
15263,3
15264,14
15265,14
15267,2
15268,11
15270,11
15271,7
15272,6
15273,12
15274,13
15275,17
15277,9
15279,15
15280,1
15281,7
15283,5
15284,19
15287,16
15288,18
15289,18
15290,9
15291,5
15292,14
15294,9
15295,11
15296,8
15297,8
15298,20
15299,7
15300,16
15301,2
15302,18
15303,18
15305,3
15306,3
15308,17
15309,17
15310,16
15311,15
15312,5
15313,3
15316,19
15317,12
15318,5
15319,9
15320,5
15322,20
15323,17
15326,13
15328,15
15329,9
15330,11
15331,17
15332,3
15333,3
15334,14
15336,18
15337,19
15338,3
15339,5
15340,2
15341,11
15342,16
15343,14
15344,13
15346,14
15349,8
15350,2
15351,20
15352,16
15355,11
15356,20
15358,11
15359,19
15360,20
15362,17
15363,15
15364,9
15365,1
15366,4
15370,6
15371,12
15373,13
15374,2
15375,15
15376,1
15377,13
15378,6
15379,17
15380,10
15381,2
15384,9
15385,4
15386,20
15388,19
15389,20
15391,13
15392,13
15395,11
15399,4
15401,3
15402,7
15404,10
15405,16
15406,7
15407,8
15409,19
