id,class
19298,9
19300,11
19301,13
19302,10
19304,2
19306,8
19307,19
19308,6
19311,10
19312,3
19313,8
19316,2
19317,2
19318,19
19319,19
19321,8
19323,15
19324,20
19325,12
19326,12
19327,8
19328,1
19330,15
19331,20
19332,7
19333,20
19334,4
19335,6
19336,9
19337,16
19339,15
19340,8
19341,19
19342,12
19343,13
19344,18
19345,14
19346,20
19349,4
19351,15
19352,14
19353,5
19354,20
19355,8
19357,7
19358,3
19359,8
19360,20
19363,12
19364,15
19365,12
19366,12
19368,12
19369,8
19370,19
19371,13
19372,6
19374,1
19375,11
19377,5
19378,8
19379,2
19380,13
19381,20
19383,5
19384,11
19385,9
19387,20
19389,14
19390,5
19391,3
19392,2
19395,8
19396,20
19399,20
19401,3
19402,19
19403,2
19404,14
19405,18
19406,2
19409,6
19410,13
19411,14
19413,12
19414,11
19415,19
19416,12
19418,7
19422,3
19423,15
19424,6
19425,17
19426,4
19427,15
19431,9
19432,15
19433,13
19434,6
19435,6
19436,14
19438,10
19439,14
19440,15
19441,19
19442,10
19444,1
19445,1
19446,7
19447,11
19449,4
19450,8
19452,19
19453,10
19455,15
19456,16
19457,12
19459,8
19460,6
19462,13
19463,2
19464,11
19465,6
19466,5
19471,2
19472,3
19473,19
19474,1
19476,19
19477,8
19482,15
19483,20
19484,10
19488,18
19489,4
19490,15
19491,17
19492,14
19493,3
19494,17
19495,1
19496,1
19498,2
19507,13
19508,13
19510,14
19514,5
19515,13
19516,15
19517,4
19519,8
19521,12
19522,14
19524,18
19526,13
19527,14
19528,8
19530,1
19534,1
19536,9
19537,20
19538,8
19541,20
19542,6
19543,1
19544,5
19547,19
19548,6
19549,13
19550,5
19552,7
19553,2
19555,7
19558,17
19560,2
19561,16
19562,2
19564,3
19565,15
19566,8
19570,8
19571,16
19572,9
19574,19
19575,6
19577,7
19578,1
19579,13
19580,20
19582,18
19583,14
19586,11
19589,20
19590,12
19591,17
19592,12
19593,7
19594,16
19595,11
19596,18
19597,16
19598,20
19599,15
19602,2
19604,8
19606,4
19610,10
19611,1
19613,19
19614,15
19615,12
19616,18
19617,2
19620,1
19626,16
19627,18
19629,2
19630,20
19635,13
19636,20
19639,4
19640,11
19641,20
19642,7
19643,19
19644,19
19647,6
19649,3
19650,18
19652,17
19654,5
19656,1
19657,18
19658,20
19659,17
19660,3
19661,13
19662,6
19664,2
19665,16
19666,15
19667,2
19668,12
19670,19
19671,2
19675,2
19676,1
19677,10
19678,9
19679,6
19680,5
19685,2
19687,6
19692,3
19695,12
19697,4
19699,13
19701,20
19704,17
19705,12
19707,15
19708,17
19711,16
19713,11
19714,3
19716,11
19718,4
19719,10
19720,10
19721,9
19722,11
19724,19
19725,20
19726,3
19727,10
19728,1
19730,16
19731,1
19734,9
19735,4
19736,1
19738,9
19741,14
19743,16
19745,20
19747,16
19748,12
19749,14
19750,11
19751,18
19753,18
19754,15
19755,6
19757,10
19758,12
19761,5
19764,8
19769,13
19770,17
19771,12
19772,18
19773,9
19775,20
19776,18
19777,11
19778,8
19780,17
19781,7
19782,2
19784,17
19786,12
19788,2
19791,9
19792,20
19793,3
19795,6
19796,6
19797,20
19798,20
19799,1
19800,3
19803,1
19804,11
19807,11
19809,5
19810,8
19811,16
19813,19
19814,16
19815,16
19816,10
19817,7
19818,6
19819,6
19821,9
19822,14
19823,20
19824,9
19825,15
19826,11
19827,10
19828,5
19829,17
19830,17
19831,13
19832,7
19833,12
19835,15
19840,16
19842,1
19843,7
19844,11
19845,17
19846,11
19848,3
19849,11
19851,16
19852,1
19855,12
19856,18
19857,17
19859,1
19861,19
19862,7
19863,18
19866,7
19868,16
19869,8
19871,17
19872,2
19873,12
19874,18
19876,16
19877,16
19879,8
19880,11
19881,11
19882,17
19883,4
19885,2
19887,12
19890,15
19892,2
19893,6
19894,12
19896,18
19898,19
19901,7
19903,4
19904,13
19905,8
19906,4
19907,17
19908,18
19910,16
19911,6
19912,13
19913,13
19914,10
19915,2
19916,7
19917,13
19919,6
19922,4
19923,12
19924,12
19926,16
19927,6
19928,7
19929,11
19930,16
19931,9
19932,13
19933,5
19934,13
19935,1
19937,5
19938,20
19940,12
19943,14
19944,9
19945,11
19946,16
19947,18
19949,11
19951,13
19952,3
19953,4
19954,8
19955,19
19956,9
19957,15
19962,11
19963,12
19964,4
19966,17
19967,5
19968,12
19969,14
19970,7
19975,6
19976,10
19977,16
19978,8
19979,7
19983,15
19984,12
19985,19
19986,12
19987,6
19988,9
19989,19
19993,10
19994,15
19995,17
20000,19
20002,3
20004,7
20005,1
20007,9
20008,18
20009,2
20010,2
20011,14
20012,16
20013,15
20016,20
20020,20
20021,10
20023,15
20024,3
20026,12
20027,11
20028,20
20029,14
20030,6
20033,17
20034,13
20035,12
20038,10
20039,2
20040,6
20041,9
20042,11
20043,1
20044,13
20047,20
20048,2
20050,12
20051,20
20052,12
20053,9
20056,3
20057,16
20058,1
20059,5
20061,18
20062,1
20065,19
20066,15
20067,9
20069,2
20071,14
20072,1
20073,16
20074,6
20075,20
20076,7
20077,14
20078,20
20080,19
20084,6
20086,7
20088,12
20089,16
20090,6
20091,3
20092,9
20094,5
20096,12
20097,20
20098,13
20100,7
20101,10
20102,9
20103,11
20104,11
20106,4
20112,20
20116,14
20117,15
20121,11
20123,4
20124,7
20126,19
20129,12
20130,8
20131,11
20135,13
20137,10
20138,1
20141,18
20142,7
20143,20
20146,8
20147,1
20148,5
20150,1
20151,13
20156,1
20157,10
20159,2
20160,17
20163,16
20164,17
20165,12
20166,8
20167,3
20169,17
20170,15
20171,20
20172,19
20173,8
20175,11
20176,19
20177,6
20178,7
20179,4
20180,1
20181,9
20182,13
20184,14
20186,20
20187,17
20188,17
20192,3
20193,18
20194,5
20197,6
20199,16
20200,14
20201,18
20203,9
20204,20
20205,12
20208,17
20209,20
20210,11
20211,2
20212,14
20215,14
20217,14
20219,8
20220,13
20221,6
20222,7
20223,7
20224,19
20225,2
20227,13
20229,2
20230,8
20231,12
20232,7
20235,13
20236,16
20237,15
20238,16
20239,8
20241,19
20243,16
20244,1
20245,20
20247,19
20251,20
20255,4
20256,17
20257,7
20258,7
20260,8
20262,5
20263,15
20266,3
20267,2
20271,14
20273,16
20275,18
20277,12
20278,9
20279,9
20280,9
20281,6
20282,13
20283,7
20284,17
20287,12
20288,10
20289,6
20291,10
20295,9
20298,8
20299,18
20300,2
20301,17
20302,11
20303,7
20305,17
20306,3
20307,11
20308,14
20311,6
20312,5
20313,20
20314,11
20315,10
20317,8
20318,9
20321,18
20322,8
20325,1
20326,2
20327,2
20328,9
20330,8
20335,17
20336,10
20337,4
20338,20
20339,4
20343,20
20347,6
20349,16
20350,12
20351,5
20352,13
20354,8
20356,15
20357,12
20358,17
20359,17
20363,9
20364,1
20365,1
20367,7
20369,6
20370,15
20371,20
20373,15
20374,5
20375,19
20377,15
20378,16
20379,4
20380,3
20381,12
20382,3
20383,8
20384,8
20385,1
20386,15
20387,5
20388,4
20390,9
20391,18
20392,6
20393,10
20394,15
20395,20
20397,14
20398,15
20400,11
20401,5
20403,6
20404,7
20405,5
20406,13
20407,12
20408,18
20410,6
20412,16
20413,9
20414,17
20415,11
20416,4
20418,15
20419,9
20420,2
20422,18
20424,5
20425,19
20429,13
20430,2
20431,10
20432,2
20433,10
20434,6
20435,19
20436,17
20437,5
20439,16
20440,17
20441,16
20442,15
20453,16
20455,19
20456,19
20457,9
20458,19
20460,17
20462,20
20467,13
20468,19
20469,17
20471,9
20473,3
20474,8
20475,14
20477,20
20479,12
20480,9
20482,9
20483,15
20484,20
20485,1
20487,1
20488,17
20489,6
20490,18
20492,4
20493,12
20494,9
20495,20
20497,19
20498,7
20500,20
20501,8
20502,19
20503,20
20504,13
20505,8
20506,19
20507,18
20508,11
20511,2
20512,12
20513,18
20515,7
20517,3
20521,14
20525,20
20526,9
20527,2
20529,17
20530,18
20532,5
20534,17
20535,7
20536,10
20537,3
20538,15
20539,1
20540,7
20541,17
20542,15
20543,17
20544,2
20546,19
20547,19
20549,17
20552,18
20553,8
20555,16
20557,5
20558,10
20559,5
20560,17
20562,4
20563,15
20564,4
20565,19
20566,4
20568,20
20569,14
20571,5
20572,1
20573,17
20574,16
20576,18
20578,3
20580,8
20581,3
20582,20
20583,20
20584,9
20586,2
20588,4
20591,6
20592,11
20593,16
20597,16
20598,6
20599,3
20600,10
20604,11
20605,6
20607,17
20610,10
20611,17
20612,2
20613,10
20619,17
20622,20
20625,3
20626,8
20631,14
20632,5
20635,1
20636,8
20638,6
20639,5
20642,15
20644,7
20647,6
20648,1
20649,3
20650,4
20651,13
20652,9
20658,20
20659,2
20660,11
20661,17
20663,20
20664,20
20666,15
20668,3
20671,8
20674,15
20675,12
20676,2
20677,18
20679,12
20680,10
20681,13
20682,6
20683,20
20684,7
20685,16
20686,16
20689,10
20690,20
20692,13
20694,9
20695,9
20696,12
20697,10
20698,10
20700,3
20702,16
20703,5
20704,6
20710,13
20712,10
20713,12
20716,10
20717,9
20718,9
20719,20
20721,6
20724,7
20726,11
20727,15
20728,11
20729,1
20730,15
20732,11
20733,9
20734,5
20735,17
20736,20
20737,9
20738,1
20740,13
20743,17
20744,1
20745,4
20746,14
20747,17
20748,20
20749,1
20750,5
20752,2
20753,14
20754,11
20755,12
20756,8
20757,6
20758,16
20759,14
20760,9
20761,13
20764,4
20766,2
20768,13
20769,11
20770,4
20772,6
20773,15
20774,4
20775,12
20776,7
20777,13
20779,9
20780,1
20781,16
20782,6
20785,19
20786,18
20788,12
20790,14
20791,14
20793,11
20794,5
20795,16
20796,20
20798,6
20799,4
20800,10
20804,10
20805,14
20806,13
20807,13
20808,16
20809,7
20811,10
20813,10
20814,16
20815,12
20817,10
20818,5
20819,19
20820,9
20821,12
20823,6
20824,20
20825,14
20828,9
20830,18
20832,14
20833,14
20834,9
20835,5
20836,17
20837,20
20838,4
20839,13
20840,12
20842,3
20843,17
20844,18
20846,5
20847,20
20849,13
20850,18
20851,13
20852,1
20854,8
20856,8
20858,9
20859,5
20860,7
20863,4
20867,15
20869,9
20871,14
20874,20
20875,18
20876,19
20877,9
20879,3
20881,3
20882,4
20883,11
20884,17
20885,11
20890,6
20892,16
20894,10
20895,1
20896,19
20897,14
20900,3
20902,18
20903,9
20904,2
20905,14
20909,17
20910,13
20912,6
20913,20
20917,15
